facility_id,facility_name,district,province,tier_level,gps_lat,gps_lon,nicu_available,nicu_beds,incubators_functional,incubators_total,radiant_warmers,phototherapy_units,cpap_machines,resuscitation_tables,kangaroo_care_space,electricity_reliable,backup_generator,reporting_month,total_deliveries,live_births,neonatal_deaths_0_7d,neonatal_deaths_8_28d,stillbirths,death_birth_asphyxia,death_prematurity,death_sepsis,death_congenital,death_other,avg_gestational_age,preterm_births_28_32w,preterm_births_32_37w,apgar_less_7_at_5min,birth_weight_less_2500g,newborn_protocol_exists,protocol_last_updated,death_audits_conducted_pct,staff_trained_on_protocol_pct,quality_improvement_active,supervision_visits_quarterly,hmis_reporting_completeness,bag_mask_ventilation_competency,thermal_care_protocol_compliance,infection_prevention_score,total_nurses,neonatal_trained_nurses,midwives,obstetricians,pediatricians,neonatologists,anesthetists,last_neonatal_training_date,staff_per_delivery_2024,night_shift_coverage,avg_referral_time_hrs,referrals_out_monthly,referrals_in_monthly,oxygen_cylinders_available,oxygen_concentrators,oxygen_plant,ambulance_available,kangaroo_care_practiced,essential_drugs_stockouts_days,antibiotics_available,surfactant_available,referral_feedback_rate,reporting_quarter,year_quarter
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-03-01,107,104,5,2,3,2,1,1,0,3,37.7,4,12,5,17,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q1,2024_Q1
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-04-01,84,82,5,1,2,1,1,1,0,3,37.3,2,12,4,13,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q2,2024_Q2
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-05-01,98,94,3,1,4,1,1,1,0,1,37.8,4,10,4,13,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q2,2024_Q2
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-06-01,78,77,3,2,1,1,1,1,0,2,37.5,3,7,3,13,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q2,2024_Q2
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-07-01,82,80,4,1,2,1,1,1,0,2,37.4,1,7,5,9,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q3,2024_Q3
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-08-01,62,60,3,1,2,1,1,1,0,1,37.9,1,8,2,8,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q3,2024_Q3
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-09-01,120,118,7,1,2,2,2,1,1,2,36.8,2,16,5,16,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q3,2024_Q3
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-10-01,98,94,4,2,4,1,1,1,0,3,36.9,3,12,7,13,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q4,2024_Q4
KAM033,Kamonyi Hospital,Kamonyi,Southern,Health Center,-2.6288,29.6396,No,0,3,4,1,0,0,2,Partial,Yes,Yes,2024-11-01,51,49,2,1,2,0,0,0,0,3,37.1,2,6,1,8,Yes,2025-04,31%,28%,No,1,61%,12%,29%,55%,24,1,10,1,1,0,0,Never,0.02,,1.3,29,6,1,1,No,No,Partial,10,Sometimes,No,42%,Q4,2024_Q4
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-01-01,101,98,3,1,3,1,1,1,0,1,36.9,4,9,7,9,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q1,2024_Q1
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-01-01,51,49,2,1,2,1,0,0,0,2,38.2,1,6,3,6,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q1,2024_Q1
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-03-01,106,103,4,2,3,1,2,1,0,2,36.8,3,11,5,16,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q1,2024_Q1
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-03-01,93,91,3,2,2,1,1,1,0,2,38.1,1,7,3,11,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q1,2024_Q1
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-04-01,86,84,3,2,2,1,1,1,0,2,37.2,3,7,6,14,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q2,2024_Q2
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-05-01,107,103,4,1,4,1,1,1,0,2,36.8,3,12,5,11,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q2,2024_Q2
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-06-01,110,105,6,2,5,2,2,1,0,3,37.3,5,11,5,11,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q2,2024_Q2
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-07-01,63,60,3,1,3,1,1,1,0,1,36.9,2,6,4,7,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q3,2024_Q3
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-08-01,89,87,3,1,2,1,1,1,0,1,38.4,3,11,6,11,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q3,2024_Q3
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-09-01,68,66,4,1,2,1,1,1,0,2,37.0,2,6,5,10,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q3,2024_Q3
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-10-01,68,66,4,1,2,1,1,1,0,2,37.8,3,6,4,8,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q4,2024_Q4
KAM034,Kamonyi Health Center 1,Kamonyi,Southern,Health Center,-1.777,30.8456,No,0,3,3,2,0,0,1,No,Yes,No,2024-11-01,118,113,7,2,5,3,2,1,1,2,37.8,4,9,7,13,Yes,2025-07,16%,30%,No,0,68%,37%,9%,41%,20,1,5,1,1,0,0,2022-08,0.01,,1.1,23,8,2,0,No,No,Partial,15,Sometimes,No,30%,Q4,2024_Q4
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-01-01,168,161,7,2,7,2,3,2,0,2,38.5,4,13,8,21,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q1,2024_Q1
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-01-01,194,189,9,3,5,4,3,2,1,2,38.1,8,16,8,31,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q1,2024_Q1
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-03-01,128,124,4,3,4,2,2,1,0,2,37.7,4,18,9,20,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q1,2024_Q1
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-03-01,190,182,9,4,8,3,4,3,1,2,37.1,7,19,8,19,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q1,2024_Q1
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-04-01,114,109,4,2,5,1,1,1,0,3,36.9,2,8,8,18,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q2,2024_Q2
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-05-01,121,117,8,2,4,3,3,2,1,1,36.9,5,17,3,12,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q2,2024_Q2
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-06-01,190,184,11,2,6,3,4,3,1,2,36.8,4,23,8,23,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q2,2024_Q2
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-07-01,162,157,8,2,5,3,2,2,0,3,36.9,6,21,8,31,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q3,2024_Q3
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-08-01,182,177,11,3,5,3,3,4,0,4,37.6,4,21,8,27,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q3,2024_Q3
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-09-01,113,108,3,2,5,1,1,1,0,2,37.8,4,15,7,21,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q3,2024_Q3
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-10-01,148,144,6,2,4,2,2,1,1,2,37.0,6,19,9,25,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q4,2024_Q4
KAM035,Kamonyi Health Center 2,Kamonyi,Southern,District,-2.5933,30.1455,No,0,1,2,0,1,0,2,Yes,No,No,2024-11-01,173,168,9,2,5,3,2,2,0,4,37.2,6,23,10,19,Yes,2024-03,36%,10%,No,1,50%,31%,16%,49%,34,0,12,1,0,0,1,2024-10,0.01,,1.3,17,7,1,1,No,Yes,No,22,Rarely,No,21%,Q4,2024_Q4
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-01-01,184,177,10,4,7,4,4,3,1,2,36.8,7,16,9,33,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q1,2024_Q1
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-01-01,200,197,12,4,3,4,4,4,1,3,36.8,5,16,13,38,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q1,2024_Q1
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-03-01,180,177,9,4,3,3,4,3,1,2,38.2,3,19,5,31,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q1,2024_Q1
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-03-01,181,175,6,3,6,2,2,1,0,4,37.5,5,25,7,20,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q1,2024_Q1
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-04-01,182,176,10,3,6,3,3,3,1,3,37.5,7,26,7,22,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q2,2024_Q2
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-05-01,120,116,5,2,4,2,1,2,0,2,38.2,4,9,3,19,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q2,2024_Q2
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-06-01,176,171,9,2,5,3,3,2,0,3,38.1,4,15,9,26,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q2,2024_Q2
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-07-01,160,154,9,2,6,3,3,2,1,2,37.0,3,12,4,20,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q3,2024_Q3
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-08-01,122,118,5,2,4,2,1,1,0,3,37.3,3,14,8,14,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q3,2024_Q3
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-09-01,121,117,5,2,4,2,2,1,0,2,36.8,3,12,4,13,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q3,2024_Q3
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-10-01,175,170,6,2,5,2,2,2,1,1,37.0,7,16,5,21,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q4,2024_Q4
KAM036,Kamonyi Health Center 3,Kamonyi,Southern,District,-2.6061,29.9356,No,0,2,4,2,1,0,1,Yes,No,No,2024-11-01,148,145,5,4,3,2,2,1,1,3,37.0,6,14,8,26,Outdated,2023-01,42%,21%,No,1,80%,26%,26%,48%,33,1,11,2,0,0,0,Never,0.01,Partial,1.5,35,8,5,0,No,No,Partial,28,Rarely,No,50%,Q4,2024_Q4
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-01-01,175,171,7,3,4,3,2,2,1,2,38.4,3,18,7,31,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q1,2024_Q1
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-01-01,118,114,4,2,4,1,1,1,0,3,37.0,4,11,8,16,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q1,2024_Q1
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-03-01,186,182,11,5,4,5,5,4,1,1,38.4,7,26,9,28,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q1,2024_Q1
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-03-01,123,121,5,3,2,2,2,1,0,3,38.3,3,16,8,12,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q1,2024_Q1
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-04-01,180,175,7,3,5,3,3,2,1,1,36.9,5,22,12,33,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q2,2024_Q2
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-05-01,191,187,6,3,4,2,2,2,0,3,36.6,4,18,8,21,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q2,2024_Q2
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-06-01,136,131,7,3,5,3,2,2,1,2,37.8,5,17,7,14,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q2,2024_Q2
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-07-01,162,158,6,3,4,2,2,2,1,2,37.8,6,14,7,24,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q3,2024_Q3
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-08-01,101,98,6,1,3,2,2,1,0,2,37.2,4,8,6,17,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q3,2024_Q3
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-09-01,184,181,7,4,3,2,2,2,0,5,37.2,4,23,12,26,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q3,2024_Q3
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-10-01,175,169,7,3,6,3,2,2,0,3,37.1,4,20,9,30,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q4,2024_Q4
RUH037,Ruhango Hospital,Ruhango,Southern,District,-1.967,30.0282,No,0,1,1,3,0,0,2,Partial,No,No,2024-11-01,175,171,8,3,4,3,3,2,0,3,37.1,5,19,12,23,Outdated,2022-11,44%,34%,No,0,63%,27%,31%,51%,34,0,7,2,1,0,1,2023-12,0.01,,3.2,20,8,5,0,No,No,No,11,Sometimes,No,29%,Q4,2024_Q4
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-01-01,124,122,7,3,2,3,2,2,1,2,37.1,5,12,6,23,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q1,2024_Q1
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-01-01,182,176,11,3,6,3,3,3,1,4,36.9,4,17,13,18,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q1,2024_Q1
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-03-01,137,133,8,3,4,3,3,2,1,2,38.4,5,19,7,21,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q1,2024_Q1
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-03-01,122,119,7,2,3,2,2,2,1,2,38.0,4,16,6,16,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q1,2024_Q1
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-04-01,192,188,10,2,4,3,3,3,0,3,38.1,8,15,11,22,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q2,2024_Q2
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-05-01,153,147,8,3,6,3,3,2,1,2,36.8,5,20,8,18,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q2,2024_Q2
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-06-01,194,190,11,2,4,3,4,3,0,3,37.3,5,21,12,21,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q2,2024_Q2
RUH038,Ruhango Health Center 1,Ruhango,Southern,District,-1.2026,30.0143,No,0,3,3,3,2,0,2,Partial,No,Yes,2024-07-01,194,187,11,5,7,4,4,3,2,3,38.3,8,26,13,30,Yes,2025-02,35%,12%,No,1,52%,13%,25%,39%,30,1,12,2,1,0,1,Never,0.02,Partial,3.1,21,8,5,0,No,No,Partial,27,Sometimes,No,28%,Q3,2024_Q3
